quote_id,text,article_title,source,manual_score,notes
kmUDFaz0sf8SP8TYr8F7,"If the Sunnis continue like this for another few months, maybe the Alawites will call for the return of a president like Assad. Maybe they’ll even call for his return,",‘We live in constant fear’: Alawites in Syria’s Homs terrified of reprisals,The Guardian,,
kn3QyKW2ULsoidxD1ffa,"If third Country military forces were to be deployed to Ukraine as part of a peace arrangement, what would you consider to be the necessary size of such a European-led force? How and where would these forces be deployed, and for how long?,",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
lK6pfupKzavmdeZK6Yta,dedication,‘There has been an awakening’: ancient sects on the rise in Modi’s India,The Guardian,,
lP05TrPmBXStRe4qNKfY,to finally bring peace and end this conflict,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
lQFiAKo08n8zRmESCeJO,"If I may just throw out one idea loosely, if there is a negotiating table, I think we need to do something similar that was done in Kosovo,",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
lSn8TguHVPdaJKoPTBLJ,The president will bring together the main European countries tomorrow for discussions on European security.,Macron convenes European leaders for Ukraine summit amid tension with US,The Guardian,,
ldC0WqZSn1zDvp4f2MDn,"The secretary and I discussed working together to formulate a common strategy to deal with the threat of lawfare and neutralise this threat once and for all,",Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,,
lqZUcvyMwPyyEfHQPjII,because we believe that [Russian president] Putin will wage war against Nato,Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,,
m0NI1qGbzimrajQRShgU,Europe needs to talk less and do more,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
m1cDOjtKeG0gVp1Th6nY,"Get into the debate, not by complaining that you might, yes or no, be at the table, but by coming up with concrete proposals, ideas, ramp up [defence] spending",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
mA13Rn6fnobHL7sVRItX,social cohesion is absolutely critical. And we need to bear that in mind in all of our actions.,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
mU6QIEsU2OywpNX8APAe,"Patriotism wasn’t something that ever really resonated with me and I was very ignorant about the totality of Canadian history when we made the ad,",Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,,
mfxT3beureEG70sNQSXT,"If the US wants us to step up in defence, it should have a national component, a Nato component, but I also believe a European EU component, EU subsidies for the defence industry to build up our capacity to produce, but also an EU force worthy of its name.",Macron convenes European leaders for Ukraine summit amid tension with US,The Guardian,,
n5itesLsZGuPmcOAm4W8,Python Dance,Brother of British national held in Nigeria says UK has ‘turned its back’,The Guardian,,
nNiflqOnHVwxXupPFxGu,"Both of us want to return to the army – but also to get a salary,",‘We live in constant fear’: Alawites in Syria’s Homs terrified of reprisals,The Guardian,,
nr2WlUEcKPNLSLqcZOfP,"If Europeans want to have a say, make yourself relevant,",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
nyDfbxV2tSQTSLDIki1X,"But it’s not truth,",Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,,
nzQqi0G1QyhX1ILLo9aB,"The good Alawites who committed no crimes can live peacefully, as long as they don’t establish sleeper cells,",‘We live in constant fear’: Alawites in Syria’s Homs terrified of reprisals,The Guardian,,
oARJeARhutteiT81YNhS,"There is no leader in the world who can really make a deal with Putin without us about us,",Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,,
p9EEzEXMV7NjKbvHFNy9,with a just and lasting peace,Ukraine recaptures frontline village amid signs of slowing Russian advance,The Guardian,,
pLMxTYEepW9MFeNIFpI4,the overwhelming share,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
pTNzDvudHgUyK5pc00up,"We shouldn’t use dehumanising rhetoric that can often desensitise the public, can normalise racism and create a kind of panic and that is then used against racialised people.","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
pWZB3oSnbqqUmGgfEdHX,"Behind every terrorist group, behind every act of violence, behind every destabilising activity, behind everything that threatens peace and stability for the millions of people who call this region home, is Iran.",Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,,
pkV2rNSen3hT696BGnya,"As we stated last year, we are committed to implementing the recommendations of the Listen Loudly, Act Strongly review and work has progressed, with a number of recommendations already implemented and a number underway.","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
poOlM14N5DQjaHTqY68L,A consensus is building among us that all akharas should have some formal political representation in parliament to put forward our issues. People tend to trust sadhus more than traditional politicians.,‘There has been an awakening’: ancient sects on the rise in Modi’s India,The Guardian,,
prjU6iH3Kzu7NHGJVQF5,move with the times – we can not just stay completely in the past,‘There has been an awakening’: ancient sects on the rise in Modi’s India,The Guardian,,
q6E7K9PU2sdwr8ERIRpT,"Europe needs to have a special envoy like Martti Ahtisaari (on Kosovo), and then a deputy envoy who is on the level of … Kellogg …, and in that sense, we get some kind of a skin in the game.",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
q8W8Rm49xsCemjBW8dfc,immediately,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
qDkMdURACmSEmvv7gmPw,special government employee,Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,,
r07mrP3xfFiXPpELFjOm,What the hell are you doing?,Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,,
r0TmA4PgltDYDrGLYkIw,defend British citizens,Brother of British national held in Nigeria says UK has ‘turned its back’,The Guardian,,
r33UmqTgqahvli3p9jpA,"fight among themselves, fight with dogs in private gardens",Contraception for capybaras: Buenos Aires suburb’s rodent plan stirs debate,The Guardian,,
rlGFWP7p31qcjjGUeMrw,"We need to be able to get along but part of that is having difficult conversations sometimes, and we don’t. We shouldn’t get along at the expense of pretending racism doesn’t exist, and that’s the key.","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
ro69MrIkvhD6Sstibg6I,"There is nothing on the negotiating table that would be worth discussing,",Ukraine recaptures frontline village amid signs of slowing Russian advance,The Guardian,,
sD9IcyEUrOlZN0XTIfgk,not statesmanlike,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
sQ0KA5lnL3eAwUtmL7TT,There was no surrender to outside forces.,Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,,
szpDIpD1UGgMp4F1guYU,the gates of hell,Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,,
t1muoFhiMWUFYXjCEm4D,"not a consideration, because Poland’s duty to Nato is to protect the eastern flank, ie its own territory.",Macron convenes European leaders for Ukraine summit amid tension with US,The Guardian,,
u7v0Z0Gv0QOJN8svP4yS,normalising,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
uG0ZofCTkIn2Z4ljGqWL,not statesmanlike,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
uJdeC3FM5vohvz8KKOgO,the huge logistical operation to get such vast numbers of people out of here,Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,,
upr8R3tYb9jgcTiqnk3k,"But I think we also need to remember on both side of the border, that Indigenous people in Canada are the only ones that can really speak about true sovereignty in this country.",Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,,
vH7aVtLUlhVdrEWT5DkT,"The secretary re-affirmed President Trump’s commitment to finding an end to the conflict in Ukraine,",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
vhzYwjNPviRMoMEGDDQ2,"The current deal is bad but I very much hope it is temporary,",Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,,
vuwhyuGpj0Moveo97AJN,good proposals,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
vxE1iEATA9X4QfzgIgTZ,There is a role the UK can play which is in that bridge between European allies and our US allies. We can be that bridge that strengthens that relationship.,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
wLXv96WS4FcenumLdzPG,"When crisis and conflict came, we answered the call. Indigenous people volunteered more than any other group to fight alongside their allies in both world wars,",Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,,
woQRawSV0zUnPrjmWCSH,not been taken into account,Contraception for capybaras: Buenos Aires suburb’s rodent plan stirs debate,The Guardian,,
x8hH6hKb6UKNWYdI8Hwu,"a huge reluctance to use the word,","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
xP2yysVujOBHoN28vLLw,that these are exercises that are always ongoing,Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,,
xPZsserufJa44ytd7EKG,a prelude to consecrating division,Egypt draws up Gaza reconstruction plan that would exclude Hamas,The Guardian,,
xlH4JXLQXfjE9uEtvcFg,"I’m a bit sick of people telling me, ‘Stop talking about racism, because you’re disrupting the social cohesion.’","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
xsqIXsYSkndq6xSFq4gT,visceral increase,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
xtToXS7XrUGyCbcCzWCh,reaffirm mutual respect for territorial integrity,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,,
ycDVOnNkOyUke39UuFw8,"But it will happen. And at that moment, knowing that he did not succeed in occupying us, we do not know where he will go.",Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,,
z4ygnxmYZ5attmALBNrI,"It’s not a role we necessarily looked for, but it’s one the PM wants to step into,",Macron convenes European leaders for Ukraine summit amid tension with US,The Guardian,,
zTASYlAXS4eT4jGI9HaM,"because if your leaders can do it, then people will think anyone can do it","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
zbnYooqqyqTcKynF97xt,spiritual powerhouses,‘There has been an awakening’: ancient sects on the rise in Modi’s India,The Guardian,,
zczNRCbXiNWSWbb8xhAG,Lattouf is a person of Lebanese and Arab and Middle Eastern descent,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
ziL93pM9WWw3HfweM7Y8,has always opposed,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
zmM6AlFAQFEycFaczhc7,weaponising,"Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,,
zxooZu2kvo5I6clxgLse,"They’ve even got new, Sunni recruits directing the traffic now,",‘We live in constant fear’: Alawites in Syria’s Homs terrified of reprisals,The Guardian,,
